id,Dialogue_id,Utterance_id,Sentence,speaker,label
8280,1,0,You will not believe the conversation I just overheard between Gabe and his friend Jake.,Lauren,0
8281,1,1,So you were snooping.,Skyler,0
8282,1,2,I wasn't snooping.,Emmett,0
8283,1,3,I was tiptoeing down the stairs.,Dabney,0
8284,1,4,When I paused for a break.,Charlie,0
8285,1,5,"Aha, go on, snoopy.",Gabe,0
8286,1,6,"Okay, so anyway, Gabe says, 'heather is so hot.",Emmett,0
8287,1,7,"' And Jake's all, 'so hot!' And then Gabe says, 'I really like her, But I'm too nervous to talk to her.",PJ,0
8288,1,8,"' And Jake's all, 'dude, you gotta hike up your skirt.",Emmett,0
8289,1,9,And ask her out.,Skyler,0
8290,2,0,"' Bob, what are we gonna do about this? How about we make you wear a bell so the kids can hear you coming? I'm talking about Gabe being too shy to talk to girls.",Spencer,0
8291,2,1,"Once again, mama ames has to solve the problem.",Teddy,0
8292,2,2,"Ooh, snooping and meddling.",Bob,0
8293,2,3,Mama ames is on fire today.,PJ,0
8294,2,4,You know what? I think I got a bell in the garage.,Emmett,0
8295,2,5,"What you got there, kiddo? I'm just going through my old school photos.",Teddy,0
8296,2,6,We're getting our pictures taken in a couple of days.,Charlie,0
8297,2,7,And I am determined for once to not look like a dork.,Spencer,0
8298,2,8,"What's wrong with your pictures? Well, let's stroll down memory lane, shall we? Here I am in kindergarten.",Charlie,0
8299,2,9,"Yeah, that was the day we learned about static electricity.",Spencer,0
8300,2,10,I just finished rubbing my head with a balloon.,Gabe,1
8301,2,11,"Well, honey, they can't all be that bad.",PJ,0
8302,2,12,"Oh, can't they? Here I am again, third grade.",Emmett,0
8303,2,13,That was the morning that baby Gabe threw a sippy cup at me.,PJ,0
8304,2,14,Baby Gabe such a little terror.,Emmett,0
8305,3,0,And we thought it was just a phase.,PJ,0
8306,3,1,Yeah.,Emmett,0
8307,3,2,"Hey, mom, how can I make sure that I take a good picture? Do what I do when I wanna look good.",PJ,0
8308,3,3,Go buy a new outfit.,Lauren,0
8309,3,4,"Well, would you would you pay for this new outfit? Oh, sweetheart, I give advice, not money.",Lauren,0
8310,3,5,"today's all burnt toast ? running late and dad jokes ? 'has anybody seen my left shoe?' ? I close my eyes, take a bite ? grab a ride, laugh out loud ? there it is up on the roof ? I've been there, I survived ? so just take my advice ? hang in there, baby, things are crazy ? but I know your future's bright ? hang in there, baby ? there's no maybe ? everything turns out all right ? sure life is up and down ? but trust me, it comes back around ? you're gonna love who you turn out to be ? hang in there, baby.",PJ,0
8311,3,6,? This show is so funny.,Gabe,0
8312,3,7,"What's it called? 'the gurgles.' right, Charlie? Te show, Well, it's my favorite show.",PJ,0
8313,3,8,"Oh, I'd better go, But first, of you and me.",Gabe,0
8314,3,9,Re.,Charlie,0
8315,3,10,Can it wait till tomorrow? It'll give me a chance to trim my beard.,Charlie,0
8316,3,11,Beard? I don't see anything.,Bob,0
8317,3,12,"Really? I've been growing it out for, like, a month.",Charlie,0
8318,3,13,"Well, I really need a picture now.",Amy,0
8319,3,14,All right.,Amy,0
8320,4,0,"Well, nobody else is home, So Charlie will have to take it.",Lauren,0
8321,4,1,"Okay, Charlie, come here for a second.",Emmett,0
8322,4,2,This is very easy.,Gabe,0
8323,4,3,"Very easy, okay.",Lauren,0
8324,4,4,You're gonna push this little button halfway down to focus.,Teddy,0
8325,4,5,"Then when the green light goes from flashing to solid, Push it all the way down until you hear the click.",Amy,0
8326,4,6,Okay? Okay? Or we can just take it ourselves.,Bob,0
8327,4,7,Ready? Smile.,Ivy,0
8328,4,8,Let's see.,Spencer,0
8329,4,9,Aw.,PJ,0
8330,4,10,Yeah.,Beau,0
8331,4,11,"Oh, it's beautiful.",Charlie,0
8332,4,12,"Well, uh, I'd better go.",Ivy,0
8333,4,13,There you go.,Teddy,1
8334,4,14,Thanks.,Bob,0
8335,4,15,"Goodbye, P.",Bob,0
8336,5,0,J.,Dabney,0
8337,5,1,"Oh, whoa, hey.",Emmett,0
8338,5,2,"Uh, are you okay? I'm fine.",PJ,0
8339,5,3,It's just that I'm fine.,Amy,0
8340,5,4,Okay.,Bob,0
8341,5,5,See you tomorrow? Bye.,Ivy,0
8342,5,6,That was weird.,Ivy,0
8343,5,7,"Oh, man, this thing is driving me crazy.",Lauren,0
8344,5,8,I gotta go shave.,Toby,0
8345,5,9,"Spencer? Teddy, hi.",Dabney,0
8346,5,10,"Hey, you're rockin' those flips.",Ivy,0
8347,5,11,"What are you doing here? Without a shirt? Oh, I, uh I work here.",Bob,0
8348,5,12,Oh.,Beau,0
8349,5,13,Hang on.,Skyler,0
8350,5,14,"Yeah, I'm open.",Toby,0
8351,6,0,"Nice toss, brah.",Ivy,0
8352,6,1,"So this is work? Yeah, I'm an in-store model.",Gabe,0
8353,6,2,It's all part of selling the hot teen summer lifestyle.,Bob,0
8354,6,3,"Hey, those shades are tight.",Skyler,0
8355,6,4,So you just you stand here.,Emmett,0
8356,6,5,And you act dumb? That's the stupidest job I've ever heard of.,Bob,0
8357,6,6,"Well, I get a huge discount on all the clothes.",Toby,0
8358,6,7,"Oh, I want a stupid job too.",Amy,0
8359,6,8,I guess I could get you an interview.,Dabney,0
8360,6,9,Okay.,Dabney,0
8361,6,10,"Hey, righteous boardshorts, dude.",Spencer,0
8362,6,11,And they won't set you back too much cheddar.,Beau,0
8363,6,12,"Yeah, that's right.",Gabe,0
8364,6,13,Lookin' gouda.,Skyler,0
8365,6,14,Gouda? I I thought we were doing a cheese thing.,Ivy,0
8366,6,15,Dear P.,Beau,0
8367,6,16,J.,Bob,0
8368,6,17,", I have something to tell you, so I'm writing this note.",Ivy,0
8369,6,18,"But since you're not a big reader, I taped it for you instead.",Charlie,0
8370,6,19,There's a boom box on the bench.,Amy,0
8371,6,20,Hit 'play.,Bob,0
8372,6,21,' So this is kind of hard.,Teddy,0
8373,6,22,I have to tell you that I'm sorry.,Beau,0
8374,6,23,I can't go on.,Emmett,0
8375,6,24,Just go back to the note.,Teddy,0
8376,6,25,I've got some really bad news.,Toby,0
8377,6,26,"My dad has been transferred to New York City, Which means I'm moving there.",Ivy,0
8378,6,27,"I wanted to tell you, but it made me so sad to say goodbye, I just couldn't.",Lauren,0
8379,6,28,I'll miss you forever.,Lauren,0
8380,6,29,"Oh, by the way, this is Skyler.",Ivy,0
8381,6,30,Now press 'play' again.,Ivy,0
8382,6,31,"What's going on? Here, read that.",Charlie,0
8383,7,0,P.,Charlie,0
8384,7,1,J.,Amy,0
8385,7,2,", I'm so sorry.",Teddy,0
8386,7,3,"Dad, she was she was the love of my life.",Amy,0
8387,7,4,"I mean, I'll never be happy again.",Ivy,0
8388,7,5,"Okay, I know it feels that way now - No, I'll never be happy again.",Bob,0
8389,7,6,P.,Amy,0
8390,7,7,J.,Charlie,0
8391,8,0,", in time - No, never! All right, all right, you're never gonna be happy again.",Beau,0
8392,8,1,"How can you say that? Oh, what you doing? Having a snack.",PJ,0
8393,8,2,"Can I help you with something? Nope, just making convo with my boy.",Skyler,0
8394,8,3,"Or should I say young man? Yeah, I'm out of here.",Bob,0
8395,8,4,Nope.,Toby,0
8396,8,5,Sit in that chair.,Lauren,0
8397,8,6,Let's talk about school.,Ivy,0
8398,8,7,Okay.,Teddy,0
8399,8,8,"How are your classmates? - My classmates? Boy classmates, girl classmates Heather.",Beau,1
8400,8,9,"Heather? Wait, how'd you know about her? Your dad is such a snoop.",Gabe,0
8401,8,10,"Anyway, if you ever wanna talk about her, I'm here for you.",Charlie,0
8402,8,11,"No, we are never having that conversation.",Ivy,0
8403,8,12,"Gabe, I'm a girl.",Amy,0
8404,8,13,I know what girls like.,Emmett,0
