id,Dialogue_id,Utterance_id,Sentence,Speaker,label
12955,1.0,0,"Oh, Toby.",Amy,0
12956,1.0,1,I think you're my cutest baby yet.,Amy,0
12957,1.0,2,Hey.,Charlie,1
12958,1.0,3,Oh.,Amy,0
12959,1.0,4,My cutest boy baby.,Amy,0
12960,1.0,5,Hey.,PJ,1
12961,1.0,6,Oh.,Teddy,0
12962,1.0,7,"Oh, I think cutest boy baby.",Teddy,0
12963,1.0,8,Just had a little spit up.,Teddy,0
12964,1.0,9,Oh.,Bob,0
12965,1.0,10,"Where's my 'up man'? Up man! What's an up man? You know, he takes care of the 'ups.",PJ,0
12966,1.0,11," Spit-up, clean-up, throw-up.",Amy,0
12967,1.0,12,I'm here.,Gabe,0
12968,1.0,13,Thank you.,Amy,0
12969,1.0,14,"Why do I have to be the up man? Because you Why is it we're punishing him again? Well, because he He's Gabe.",Amy,0
12970,1.0,15,We know he did something.,Bob,1
12971,1.0,16,Yep.,Gabe,0
12972,1.0,17,Yeah.,Gabe,0
12973,1.0,18,Probably.,Gabe,0
12974,,0,,,0
12975,2.0,0,"Well, lookie here.",Teddy,0
12976,2.0,1,This milk expires tomorrow.,Teddy,0
12977,2.0,2,Huh.,Teddy,0
12978,2.0,3,"Speaking of tomorrow, pretty Pretty special day, huh? It won't be for anyone.",Teddy,0
12979,2.0,4,Who drinks that milk.,PJ,1
12980,2.0,5,"No, silly.",Teddy,0
12981,2.0,6,Tomorrow is 10 months.,Teddy,0
12982,2.0,7,Since we Since we Since we got back together.,Teddy,1
12983,2.0,8,Tomorrow is our 10-month-aversary.,Teddy,1
12984,2.0,9,"Right, no.",PJ,0
12985,2.0,10,I'm just messing with you.,PJ,0
12986,2.0,11,"Tomorrow night, I'm Taking you out to a special fancy dinner.",PJ,1
12987,2.0,12,"So you really remembered? Yeah, no.",Teddy,1
12988,2.0,13,Of course.,PJ,1
12989,2.0,14,Of cou - Check out my calendar.,PJ,0
12990,2.0,15,Hmm.,PJ,0
12991,2.0,16,Tomorrow's date has a heart on it.,PJ,0
12992,2.0,17,Let me see.,Teddy,0
12993,2.0,18,Hang on.,PJ,0
12994,2.0,19,Hang on.,PJ,0
12995,2.0,20,"All right, here we go.",PJ,0
12996,2.0,21,See? And that's a puppy.,Teddy,1
12997,2.0,22,Hang on.,PJ,0
12998,2.0,23,Hang on.,PJ,0
12999,3.0,0,"Gosh, with everyone helping out, Toby's first week at home has been.",Amy,0
13000,3.0,1,Absolutely wonderful.,Amy,0
13001,3.0,2,Surprise! - Mom! - Grandma.,Lauren,1
13002,3.0,3,Hey.,Lauren,0
13003,3.0,4,Aww.,Lauren,0
13004,3.0,5,Hello.,Lauren,0
13005,3.0,6,Hi.,Lauren,0
13006,3.0,7,And the week just keeps getting better.,Bob,0
13007,3.0,8,What are you doing here? With your suitcase? Oh! What kind of a grandmother would I be.,Amy,1
13008,3.0,9,"If I didn't come to see my new grandson and whatnot? Mom, you're the best.",Bob,0
13009,3.0,10,"Oh, thank you, honey.",Lauren,0
13010,3.0,11,You look wonderful.,Lauren,0
13011,3.0,12,"And Amy, you're still wearing.",Lauren,0
13012,3.0,13,That same outfit.,Lauren,0
13013,3.0,14,I never get tired of seeing it.,Lauren,0
13014,3.0,15,I like presents.,Charlie,0
13015,3.0,16,Oh.,Lauren,0
13016,3.0,17,I remembered that.,Lauren,0
13017,3.0,18,Do you want to look in the bag? I like cash.,Lauren,0
13018,3.0,19,I'm on a fixed income.,Gabe,1
13019,3.0,20,"Amy, I'm not here on vacation.",Lauren,0
13020,3.0,21,I'm here to help out with the chores and whatnot.,Lauren,0
13021,3.0,22,No more chitchat.,Lauren,0
13022,3.0,23,I want to see my Toby.,Lauren,0
13023,3.0,24,"Oh, my.",Lauren,0
13024,3.0,25,"What a handsome boy you are, Toby.",Lauren,0
13025,3.0,26,"Are you gonna look like a movie star, Just like your daddy? When was the last time she went to a movie? Oh, hey, Mrs.Dabney.",Lauren,1
13026,4.0,0,Hmm Guess it's old lady day here at the Duncan house.,Dabney,0
13027,4.0,1,This is for you.,Dabney,0
13028,4.0,2,It's some old baby stuff I found in my attic.,Dabney,0
13029,4.0,3,"I mean, as long as you people.",Dabney,0
13030,4.0,4,Keep having babies every five minutes.,Dabney,1
13031,4.0,5,Oh.,PJ,0
13032,4.0,6,Check out this old rattle.,PJ,0
13033,4.0,7,That was my son Rodney's.,Dabney,0
13034,4.0,8,He loved that thing.,Dabney,0
13035,4.0,9,The rhythmic noise.,Dabney,0
13036,4.0,10,Would just mesmerize his little mind.,Dabney,0
13037,4.0,11,Pj.,Gabe,0
13038,4.0,12,"Hmm? Oh, hi, Mrs.Dabney.",PJ,0
13039,4.0,13,"You know, there might be some things here.",Dabney,0
13040,4.0,14,That you boys would be interested in.,Dabney,0
13041,4.0,15,We don't want your old junk.,PJ,0
13042,4.0,16,Fine.,Dabney,0
13043,4.0,17,I'll just throw these old comics.,Dabney,1
13044,4.0,18,And baseball cards away then.,Dabney,1
13045,4.0,19,"No, no, no! I mean We'll take them, but you owe us.",Gabe,0
13046,4.0,20,"And now, the best part of my day Leaving.",Dabney,0
13047,4.0,21,Stop that.,Gabe,0
13048,4.0,22,"Oh, hey, Gabe.",PJ,1
13049,5.0,0,"Hi, honey.",Amy,0
13050,5.0,1,"Hey, what's going on? Oh, nothing much.",Teddy,0
13051,5.0,2,This and that.,Amy,0
13052,5.0,3,"Oh, there was one more little thing.",Amy,0
13053,5.0,4,"What was it, what was it, what was it? Oh, yeah.",Amy,1
13054,5.0,5,I can't stand grandma.,Amy,1
13055,5.0,6,But she's the sweetest lady in the world.,Teddy,0
13056,5.0,7,"No, no.",Amy,0
13057,5.0,8,No.,Amy,0
13058,5.0,9,No.,Amy,0
13059,5.0,10,She's the sweetest lady in the world.,Amy,1
13060,5.0,11,And whatnot.,Amy,1
13061,5.0,12,"Yeah, she does say that a lot, Doesn't she? It's not just that.",Teddy,0
13062,5.0,13,"It's the voice, and smile, and the comments, And the 'bobby's a movie star.",Amy,1
13063,5.0,14,' Please.,Amy,0
13064,5.0,15,"If anyone's around here's a movie star, It's me.",Amy,1
13065,5.0,16,"Well, mom, She's only going to be here for two more days.",Teddy,0
13066,5.0,17,Can't you just get through it? I don't know.,Amy,0
13067,5.0,18,"After the baby, I'm all hormonal, Just I don't have my usual censor.",Amy,0
