id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
10886,1,0,"Hey, dad, you gonna eat your last piece of bacon? Nice.",PJ,0.0
10887,1,1,"Oh, dad, by the way I'm having career day at my school, And I was wondering if you could come.",PJ,0.0
10888,1,2,Really? You want me to come in and talk about my job? - That's fantastic.,Bob,0.0
10889,1,3,"Easy, big guy.",PJ,0.0
10890,1,4,You're a time filler.,PJ,0.0
10891,1,5,"Nothing more, nothing less.",Bob,0.0
10892,1,6,That's a little less fantastic.,Bob,0.0
10893,1,7,"Hey, how come I never came in and spoke to one of your classes? We didn't have career day back then.",Bob,0.0
10894,1,8,It's a whole new idea.,PJ,0.0
10895,1,9,Really? They had career day when I was a kid.,Bob,0.0
10896,1,10,Must have skipped a generation.,PJ,0.0
10897,1,11,"Hey, Gabe.",Amy,0.0
10898,1,12,Why aren't you asking me to career day this year? Because of what happened last year.,Amy,0.0
10899,1,13,We see a lot of interesting things in the emergency room.,Amy,0.0
10900,1,14,This is what can happen when you don't follow the directions.,Amy,0.0
10901,1,15,On the chainsaw.,Amy,0.0
10902,1,16,"Kids, kids, hold your reactions till the end.",Amy,0.0
10903,1,17,We've got a lot of pictures here.,Amy,0.0
10904,1,18,"So now severed limbs are off-limits to 11-year-olds? What? today's all burnt toast 鈾?running late and dad jokes 鈾?'has anybody seen my left shoe?' 鈾?I close my eyes, take a bite 鈾?grab a ride, laugh out loud 鈾?there it is up on the roof 鈾?I've been there, I survived 鈾?so just take my advice 鈾?hang in there, baby, things are crazy 鈾?but I know your future's bright 鈾?hang in there, baby 鈾?there's no maybe 鈾?everything turns out all right 鈾?sure life is up and down 鈾?but trust me, it comes back around 鈾?you're gonna love who you turn out to be 鈾?hang in there, baby.",Amy,0.0
10905,1,19,"鈾?''And cheesy, ' the sad little pizza said,' 'I just feel so plain.",Others,0.0
10906,1,20,"' And pepe, his friend the pepperoni pizza said, 'but, cheesy, that's why kids love you.",Others,0.0
10907,1,21,' And cheesy felt all better.,Others,0.0
10908,1,22,'The end.,Others,0.0
10909,1,23,' Mom.,Teddy,0.0
10910,1,24,"Candace, thank you we really enjoyed it.",Amy,0.0
10911,1,25,I heard you snoring.,Others,1.0
10912,1,26,"The important thing right, Charlie? D it.",Amy,0.0
10913,1,27,"No, mommy.",Charlie,0.0
10914,1,28,She's right.,Amy,0.0
10915,1,29,It was not a good book.,Amy,0.0
10916,1,30,I could write a better story than that.,Teddy,0.0
10917,1,31,I wish you would.,Others,0.0
10918,1,32,"Publishing, hildren's.",Others,0.0
10919,1,33,And I am always for new talent.,Others,0.0
10920,1,34,"Anyway, we'll see you guys next week.",Others,0.0
10921,1,35,"Bye, Candace.",Teddy,0.0
10922,1,36,See ya.,Others,0.0
10923,1,37,That gives me an idea.,Teddy,0.0
10924,1,38,Me too.,Amy,0.0
10925,1,39,A children's book! What do you know about writing? What do you know about children? Maybe we could write a book together.,Teddy,0.0
10926,1,40,And then we could read it at next week's story time.,Amy,0.0
10927,1,41,And the kids will go crazy.,Amy,0.0
10928,1,42,"Candace will publish it, And I'll be on 'good morning Denver.",Amy,0.0
10929,1,43,' Right now let's just focus on writing a good story for the kids.,Teddy,0.0
10930,1,44,You're right.,Amy,0.0
10931,1,45,You're right.,Amy,0.0
10932,1,46,It's all about the kids.,Amy,0.0
10933,1,47,"Oh, great.",Others,0.0
10934,1,48,I guess dinner's here.,PJ,0.0
10935,1,49,And a happy kwikki chikki hello to you.,Others,0.0
10936,1,50,"I heard that, Scott.",Others,0.0
10937,1,51,"I'm sure that you heard, but when I ask.",Others,0.0
10938,1,52,"For a home-cooked meal, you suddenly go deaf.",Others,0.0
10939,1,53,I'm not a housewife.,Others,0.0
10940,1,54,I work too.,Others,0.0
10941,1,55,"Do you want me to come back later? No, then the food will be cold.",Others,0.0
10942,1,56,Don't worry.,PJ,0.0
10943,1,57,It's already cold.,PJ,0.0
10944,1,58,Let's ask this guy.,Others,0.0
10945,1,59,"What do you think? Come on, we want your opinion.",Others,0.0
10946,1,60,Who is responsible for dinner? That is a tough question.,Others,0.0
10947,1,61,I've seen mz parents have the very same argument 'cause they both have jobs too.,PJ,0.0
10948,1,62,How do they work it out? - Very loudly.,Others,0.0
10949,1,63,"But at least they're communicating, Which is maybe what you guys need to do.",PJ,0.0
10950,1,64,But we are communicating.,Others,0.0
10951,1,65,"Are you? Are you really? No, we're not.",PJ,0.0
10952,1,66,Maybe it's time to start.,PJ,0.0
10953,1,67,I just want things to go back to the way they were when we first got married.,Others,0.0
10954,1,68,I want that too.,Others,0.0
10955,1,69,"I'm sorry, honey.",Others,0.0
10956,1,70,I'm sorry too.,Others,0.0
10957,1,71,"Well, I guess there's only one thing left to say.",PJ,0.0
10958,1,72,That'll be $14.,PJ,0.0
10959,1,73,"Okay, tell me what you think of this.",Amy,0.0
10960,1,74,"'actress, singer, dancer, comedian, entertainer, nurse,' Wife, mother of four, Amy Duncan now adds author.",Amy,0.0
10961,1,75,'To her long list of credits.,Amy,0.0
