id,Dialogue_id,Utterance_id,Sentence,Speaker,label
10248,1,0,"Honey, you are going to lomy Halloween costume this year.",Bob,0.0
10249,1,1,But not as much as you are gonna love mine.,Amy,0.0
10250,1,2,"No, you're gonna love mine more.",Bob,0.0
10251,1,3,"No, you're gonna love mine more.",Amy,0.0
10252,1,4,Guys! Save the creepiness for tonight.,Teddy,0.0
10253,1,5,"By the way, I can't take Charlie trick-or-treating this year.",PJ,0.0
10254,1,6,I've got plans.,PJ,0.0
10255,1,7,Ivy and I can take her.,Teddy,0.0
10256,1,8,"We're going to a party, but that's not until later.",Teddy,0.0
10257,1,9,"You wanna know what my plans are? Okay, you forced it out of me.",PJ,0.0
10258,1,10,I am going out.,PJ,0.0
10259,1,11,With a girl.,PJ,0.0
10260,1,12,"So is Emmett going as Beyonce again? Her name is Zoey, and I met her while delivering chicken Two piece, dark meat, gravy on the side.",PJ,0.0
10261,1,13,"Wow, she sounds great.",Bob,0.0
10262,1,14,I know.,PJ,0.0
10263,1,15,She's a lot of fun.,PJ,0.0
10264,1,16,You're gonna love her.,PJ,0.0
10265,1,17,Love her already.,Teddy,0.0
10266,1,18,Stop that.,PJ,0.0
10267,1,19,"Well, I for one am glad to hear.",Amy,0.0
10268,1,20,That P.J.,Amy,0.0
10269,1,21,Has gotten over Skyler and has found a new girl.,Amy,0.0
10270,1,22,"Hey, so long as I don't have to look.",Bob,0.0
10271,1,23,"At Beyonce Emmett, I'm happy.",Bob,0.0
10272,2,0,"鈾?- Happy Halloween, Mrs.",Gabe,0.0
10273,2,1,Dabney.,Gabe,0.0
10274,2,2,What do you want? I see you put on early this year.,Gabe,0.0
10275,2,3,E.,Gabe,0.0
10276,2,4,And I see you're going devil child again.,Dabney,0.0
10277,2,5,"Oh, you added the word 'evil' this year.",Gabe,0.0
10278,2,6,Nice touch.,Gabe,0.0
10279,2,7,I like to keep it fresh.,Dabney,0.0
10280,2,8,"Anyhoo, I'm here to talk about the trouble.",Gabe,0.0
10281,2,9,That you always have on Halloween.,Gabe,0.0
10282,2,10,You mean the trouble that started 11 years ago.,Dabney,0.0
10283,2,11,"About the same time you learned to walk? Every year, and your house gets egged.",Dabney,0.0
10284,2,12,Red.,Gabe,0.0
10285,2,13,"For just $50, that stops.",Gabe,0.0
10286,2,14,Sure.,Gabe,0.0
10287,2,15,So you're offering me protection From you.,Dabney,0.0
10288,2,16,From an unnamed hooligan.,Gabe,0.0
10289,2,17,Named Gabe.,Dabney,0.0
10290,2,18,"Who hurt you so bad that you can't trust? All right, fine.",Gabe,0.0
10291,2,19,I guess I have no choice.,Dabney,0.0
10292,2,20,You've got a deal.,Dabney,0.0
10293,2,21,All right.,Gabe,0.0
10294,2,22,I'll just take that 50 and we'll move on with our lives.,Gabe,0.0
10295,2,23,I don't have that kind of money just sitting around.,Dabney,0.0
10296,2,24,I'm gonna need a little time.,Dabney,0.0
10297,2,25,All right.,Gabe,0.0
10298,2,26,You better hurry.,Gabe,0.0
10299,2,27,It gets dark very early this time of year.,Gabe,0.0
10300,2,28,I love Halloween.,Gabe,0.0
10301,2,29,So do I.,Dabney,0.0
10302,3,0,"Well, Charlie, as you can probably see.",Teddy,0.0
10303,3,1,Us Duncans take Halloween.,Teddy,0.0
10304,3,2,Very seriously.,Teddy,0.0
10305,3,3,I'm home.,Amy,0.0
10306,3,4,"Oh, I wonder who that could be.",Teddy,0.0
10307,3,5,"Why, it's dad! Hi, I'm Bob.",Teddy,0.0
10308,3,6,Of Bob's bugs be gone.,Amy,0.0
10309,3,7,"How's your vermin? I'm home! Well, if it isn't Ashley tisdale? I'm mom, And I'm a star.",Bob,0.0
10310,3,8,"Ba-bam! Yeah? Well well, I'm not an exterminator.",Amy,0.0
10311,3,9,I'm a pest control specialist.,Amy,0.0
10312,3,10,Did I ever tell you about the time I went to southwest Denver community college? Me want donut.,Bob,0.0
10313,3,11,Me want donut.,Amy,0.0
10314,3,12,"Well, things are getting a little ugly.",Teddy,0.0
10315,3,13,We'll see you at Thanksgiving.,Teddy,0.0
10316,3,14,"Hey, Gabe.",Bob,0.0
10317,3,15,"You gonna put on your costume? Hey, everybody.",Bob,0.0
10318,3,16,What are you supposed to be? - I'm a goth wearing a mustache.,PJ,0.0
10319,3,17,"Well, that's kind of a weird costume.",Teddy,0.0
10320,3,18,Not as weird as little bo peep.,Bob,0.0
10321,3,19,"Well, actually, the little bo peep costume wasn't appropriate There was not enough bo, a little too much peep.",Teddy,0.0
10322,3,20,Hmm.,PJ,0.0
10323,3,21,"No, I'm Mary.",Teddy,0.0
10324,3,22,From 'mary had a little lamb.,Teddy,0.0
10325,3,23,' Oh! But I seem to be missing something.,Teddy,0.0
10326,3,24,"Oh, little lamb.",Teddy,0.0
10327,3,25,"Go ahead, Charlie, say it.",Teddy,0.0
10328,3,26,Baa.,Charlie,0.0
10329,3,27,"Carrots? Where's the candy? Oh, we're not giving out candy this year.",Gabe,0.0
10330,3,28,I thought it would be fun to hand out healthy snacks instead.,Teddy,0.0
10331,3,29,We're gonna be that house? Our first trick-or-treater.,PJ,0.0
10332,4,0,"Carrots? You're thhouse? Ivy, we're going to a costume party.",Ivy,0.0
10333,4,1,"Where is your costume? Oh, I've got a costume.",Teddy,0.0
10334,4,2,That is so real.,Teddy,0.0
10335,4,3,"I was gonna put the cleaver on my head, But I didn't wanna compete with all this.",Ivy,0.0
10336,4,4,"Trick or treat! - Oh my gosh, a Teddy bear.",Teddy,0.0
10337,4,5,That is so adorable.,Teddy,0.0
10338,4,6,"You know, my name is Teddy.",Teddy,0.0
10339,4,7,"Trick or treat! Here you go, Teddy bear.",Teddy,0.0
10340,4,8,Carrots.,Others,0.0
10341,4,9,"You're kidding, right? Teddy bear's got a little 'tude.",Teddy,0.0
