id,Dialogue_id,Utterance_id,Sentence,Speaker,label
4708,1,0,Hey.,Gabe,0
4709,1,1,See you later.,Bob,0
4710,1,2,"Hey, dad.",Gabe,0
4711,1,3,"Before you go, can I ask you something? - Oh, ask your mother.",Gabe,0
4712,1,4,"Why can't I ask you? Well, because whatever answer I give you, She's gonna tell me it's the wrong one.",Bob,1
4713,1,5,"Wow, dad.",Gabe,0
4714,1,6,When did you become so afraid of mom? I ask your mother.,Bob,1
4715,2,0,"Hey, mom, can I ask you a question? Okay, why can't people learn to use their car alarms? - Turn it off, jerk! - Uh, mom, that jerk is you.",Amy,0
4716,2,1,What? - That's your car alarm.,PJ,0
4717,2,2,"Oh, well, that's entirely different.",Amy,0
4718,2,3,Why is it going off? - That's why.,Gabe,0
4719,2,4,Uh-oh.,Charlie,1
4720,2,5,Charlie's going through her button-pushing phase.,Amy,0
4721,2,6,"Isn't it adorable? - Yeah yeah, real cute baby.",Amy,0
4722,3,0,"Can we get back to me now? - Okay, honey, what is it? The kids at school are teasing me again.",Gabe,0
4723,3,1,"About your hair? - No, about my bike.",Gabe,0
4724,3,2,What's wrong with my hair? - Nothing.,Gabe,0
4725,3,3,"It worked when you were five, it works now.",PJ,1
4726,4,0,"Okay, now what about your bike? It's lame.",Amy,0
4727,4,1,I need a new one.,Gabe,0
4728,4,2,"Oh, a new bike, huh? - Ask your father.",Amy,0
4729,4,3,"Really? No, I'm just kidding.",Amy,1
4730,4,4,You can't have a new bike.,Amy,1
4731,4,5,Everyone knows your bike is a statement of who you are.,Gabe,0
4732,4,6,My bike says 'this guy is a total geek.,Gabe,0
4733,4,7,' Same thing your haircut says.,PJ,0
4734,6,0,"鈾?Hey, honey.",Amy,0
4735,6,1,"What you working on? Oh, nothing.",Amy,0
4736,6,2,Do you mind? - I can't help it.,Teddy,0
4737,6,3,I saw the word 'mom.,Amy,0
4738,6,4,"' Okay, I'm writing a script for my drama class.",Teddy,0
4739,6,5,We're supposed to sh**t a short film.,Teddy,0
4740,6,6,About an important moment in our lives.,Teddy,0
4741,6,7,Ooh ooh! Which moment? I've been involved in so many.,Amy,1
4742,6,8,"Well, it's about the day you and dad sat me down.",Teddy,0
4743,6,9,And told me you were expecting charlie.,Teddy,0
4744,6,10,"Can I read it? - Sure, when I'm finished.",Teddy,0
4745,6,11,"No, come on.",Amy,0
4746,6,12,I'm really excited.,Amy,0
4747,6,13,Give me a sneak peek.,Amy,0
4748,6,14,Okay.,Teddy,0
4749,6,15,"Okay, let's see here.",Amy,0
4750,6,16,'bob' yak yak yak.,Amy,0
4751,6,17,'teddy' blah blah blah.,Amy,1
4752,6,18,"Teddy, we need to talk to you.",Amy,0
4753,6,19,"' Oh, this is really good.",Amy,0
4754,6,20,Mom exits.,Teddy,0
4755,6,21,Where does it say that? I don't see that.,Amy,0
4756,6,22,"No no, it doesn't.",Teddy,0
4757,6,23,I'm saying that.,Teddy,1
4758,7,0,"Guys, I'd like you to meet my new girlfriend nina.",Emmett,0
4759,7,1,"Nina, this is my best friend p.J.",Emmett,0
4760,7,2,Hi.,PJ,0
4761,7,3,And his sister teddy.,Emmett,0
4762,7,4,Nice to meet you.,Teddy,0
4763,7,5,"Oh, nice to meet you too.",Others,0
4764,7,6,Come on in.,PJ,0
4765,7,7,"Emmett, when did you get a girlfriend? Like 20 minutes ago.",PJ,0
4766,7,8,I rushed right over as soon as it happened.,Emmett,1
4767,7,9,Emmett has told me so much about you.,Others,0
4768,7,10,She talks like that all the time.,Emmett,0
4769,7,11,She's from south america.,Emmett,0
4770,7,12,Venezuela.,Others,0
4771,7,13,I thought you said south america.,Emmett,0
4772,7,14,"Emmett, venezuela is in south america.",PJ,0
4773,7,15,"Right? Yeah, they have trouble with subjects ending in '-ography.",Amy,1
4774,7,16,' And '-ath.,Amy,1
4775,7,17,' and '-ience.,Amy,1
4776,8,0,"' Teddy, can I talk to you for a second? - Sure.",Emmett,0
4777,8,1,I'll be right back.,Emmett,0
4778,8,2,Okay.,Others,0
4779,8,3,So how long have you been in the country? - Only one day.,PJ,0
4780,8,4,That explains how you ended up with emmett.,PJ,1
4781,9,0,"So, teddy, Since I have a girlfriend now.",Emmett,0
4782,9,1,"This thing that's been going on between us Mmm, that thing that exists only in your head? Yeah, that it's over.",Teddy,1
4783,9,2,Okay.,Teddy,0
4784,9,3,That's good.,Emmett,0
4785,9,4,Deny the pain.,Emmett,0
4786,9,5,No tears? - No problem.,Emmett,0
4787,9,6,So brave.,Emmett,0
4788,9,7,So Emmett.,Teddy,1
4789,10,0,"Dad! Dad, dad, quick! Get in here! My bike is gone! Somebody stole it! - What? - Yeah, the garage door is wide open.",Gabe,0
4790,10,1,But I closed it when I came in.,Bob,0
4791,10,2,"Well, somebody opened it, And I think I know who.",Gabe,0
4792,10,3,Charlie did it.,Gabe,0
4793,10,4,No.,Charlie,0
4794,10,5,You did that! She's pushing the buttons again.,Gabe,0
4795,10,6,"Hang on, hang on.",Bob,0
