id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
2156,1,0,Mom.,Teddy,0
2157,1,1,"What? What are you doing? Squeezing in my cardio, working up a sweat.",Amy,1
2158,1,2,Okay.,Teddy,0
2159,1,3,"Well, can you sweat on P.J.'s sandwich? Gotta feel the burn.",Teddy,1
2160,1,4,"Gotta buy my lunch! Hey, honey.",Teddy,0
2161,1,5,Honey! - What? - I'm leaving for work.,Bob,0
2162,1,6,Give me a kiss.,Bob,0
2163,1,7,Catch me if you can.,Amy,1
2164,1,8,I've kissed you enough already.,Bob,1
2165,1,9,"Wow, I guess it's true: Breakfast is the most disturbing meal of the day.",Teddy,1
2166,1,10,Wait.,Amy,0
2167,1,11,Whoa whoa whoa.,Amy,0
2168,1,12,"Bob, wait.",Amy,0
2169,1,13,I forgot to tell you something.,Amy,0
2170,1,14,It's about your Uncle Mel he called.,Amy,0
2171,1,15,I don't wanna hear it.,Bob,0
2172,1,16,"Oh, come on! He begged me to pass on the message.",Amy,0
2173,1,17,"Thank you, and now I'm going to pass on the message.",Bob,1
2174,1,18,Who's Uncle Mel? - Somebody you'll never know.,Bob,0
2175,1,19,He's your father's uncle.,Amy,0
2176,1,20,"Okay, so you told me about Uncle Stanley Who knits sweaters for his cats, But you didn't want to tell me about Uncle Mel? Because, Teddy, if you don't have Anything nice to say about someone, Then don't say anything at all.",Teddy,1
2177,1,21,And Mel's an idiot.,Bob,1
2178,1,22,"Okay, mom, tell me about Uncle Mel.",Teddy,0
2179,1,23,"Well, he and your father had Some kind of falling out.",Amy,0
2180,1,24,That's all I know.,Amy,0
2181,1,25,"Isn't there some way we can find out more? This is the first interesting thing about dad since Well, this is the first interesting thing about dad.",Teddy,1
2182,1,26,"Honey, trust me.",Amy,0
2183,1,27,"I've learned the hard way: When it comes to Duncan family drama, - Stay out.",Amy,1
2184,1,28,Are there any other Surprise relatives you want to tell me about? No.,Teddy,0
2185,1,29,No.,Amy,0
2186,2,0,"Great news, mom.",Gabe,0
2187,2,1,I like Charlie now.,Gabe,0
2188,2,2,"Well, finally.",Amy,0
2189,2,3,What happened? We were in the park and this photographer Thought that Charlie was the cutest baby ever.,PJ,0
2190,2,4,He offered to pay her 100 dollars to use her as a model.,PJ,0
2191,2,5,Who knew? She's actually good for something Besides drooling and pooping.,Gabe,1
2192,2,6,'Walter Louper photography.,Amy,0
2193,2,7,"Specializing in dogs, cats and babies.",Amy,0
2194,2,8,' Forget it.,Amy,0
2195,2,9,I'm not exploiting my baby.,Amy,0
2196,2,10,But we don't have a dog or a cat.,Gabe,1
2197,2,11,"Mom, come on.",PJ,0
2198,2,12,This could be a big break for Charlie.,PJ,0
2199,2,13,"P.J., Charlie is not getting a job before you do.",Amy,1
2200,2,14,"Well, the photographer didn't offer to shoot me.",PJ,1
2201,2,15,Ha.,Amy,0
2202,2,16,You don't have to have a modeling job.,Amy,0
2203,2,17,Any job will do.,Amy,0
2204,2,18,Come here.,Amy,0
2205,2,19,"Man, this conversation sure took an ugly turn.",PJ,1
2206,2,20,"Anyway, we will not be needing this.",Amy,0
2207,2,21,I knew we should've done it my way.,Gabe,0
2208,2,22,"What was your way? We don't tell mom we're doing the photo shoot, We go ahead and do it anyway and split the money.",Gabe,1
2209,2,23,When did you come up with that? At the park.,PJ,0
2210,2,24,I told you when The girls' cross-country team ran by.,Gabe,0
2211,2,25,"Oh, yeah! What were we talking about again? Hi, Charlie.",PJ,0
2212,3,0,Teddy here.,Teddy,0
2213,3,1,So it turns out there's a Duncan family mystery.,Teddy,0
2214,3,2,"Yeah, yesterday I found out we have an Uncle Mel.",Teddy,0
2215,3,3,"Does this look good on me? Well, only if you pull your pants over your face, because that is a belt.",Teddy,1
2216,3,4,We need to go to the mall today.,Ivy,0
2217,3,5,You don't have anything new for me to wear.,Ivy,0
2218,3,6,"Okay, Ivy, I'm thinking about something a little bit more important than clothes.",Teddy,0
2219,3,7,Shoes? - Family.,Ivy,1
2220,3,8,"You're funny, t.",Ivy,1
2221,3,9,"Okay, listen.",Teddy,0
2222,3,10,Something went down between my dad and his Uncle Mel And I have to know what happened.,Teddy,0
2223,3,11,"What is this? Oh, that's a credit card my dad gave me a while ago.",Teddy,0
2224,3,12,"And I'm just now hearing about this? Well, it's for emergencies only.",Ivy,1
2225,3,13,"Honey, I've seen your closet.",Ivy,0
2226,3,14,It is an emergency.,Ivy,1
2227,3,15,Okay.,Teddy,0
2228,3,16,"Well, if you go to the rest home with me, I will go to the mall with you.",Teddy,0
2229,3,17,"Okay, but I have to warn you: My grandpa was in a rest home And it was depressing.",Ivy,0
2230,3,18,He'd just sit there And complain about how nobody ever came to visit.,Ivy,0
2231,3,19,"Finally, I just stopped going.",Ivy,1
2232,4,0,"We have several options at Shady Hills: There's the one-year plan, the three-year plan and the fi How old is your father? You might want to go month to month.",Others,1
