id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
6061,1,0,Hey! - There you are.,Ivy,0
6062,1,1,"So what's the big news and why didn't you just text me? Because I wanted to see the expression on your face When I told you-- okay, here goes: So that really hot senior Josh Invited me to his party this weekend.",Teddy,0
6063,1,2,And he said I could bring a friend.,Teddy,0
6064,1,3,So tell me how it all went down.,Ivy,0
6065,1,4,Okay okay okay.,Teddy,0
6066,1,5,So I was standing at my locker when Josh asked me.,Teddy,0
6067,1,6,I got so nervous I closed my hair in the door And I had to stand there like this.,Teddy,1
6068,1,7,Wait a minute.,Ivy,0
6069,1,8,Our moms will never let us go to a senior party.,Ivy,0
6070,1,9,Already solved that.,Teddy,0
6071,1,10,"Ooh, we're gonna lie.",Ivy,1
6072,1,11,We can't.,Teddy,0
6073,1,12,You're a terrible liar.,Teddy,0
6074,1,13,I am not.,Ivy,0
6075,1,14,Yeah you are.,Teddy,0
6076,1,15,"Whenever you lie, your voice gets really high.",Teddy,0
6077,1,16,"huh-uh! Okay, so here's the plan.",Teddy,0
6078,1,17,You know that app that lets you create fake phone calls? That what that creates what? There's a phone app that you can create fake phone calls with.,Teddy,0
6079,1,18,All I have to do is record my mom saying some stuff That sounds like she's giving me permission to go to the party.,Teddy,0
6080,1,19,"Ah, then when my mom hears it - She'll let me go.",Ivy,0
6081,1,20,Exactly.,Teddy,0
6082,1,21,And we go to the party and Josh falls in love with me.,Teddy,0
6083,1,22,"Oh, and his cute best friend falls in love with me, But I tell him that I have a boyfriend, But he doesn't take no for an answer-- - Are you done? - And then There's a third guy that gets interested today's all burnt toast 鈾?running late, and dad says 鈾?has anybody seen my left shoe? 鈾?I close my eyes, take a bite 鈾?grab a ride, laugh out loud 鈾?there it is up on the roof 鈾?I've been there, I've survived 鈾?so just take my advice 鈾?hang in there, baby 鈾?things are crazy 鈾?but I know your future's bright 鈾?hang in there, baby 鈾?there's no maybe 鈾?everything turns out all right 鈾?your life is up and down 鈾?but trust me, it comes back around 鈾?you're gonna love who you turn out to be 鈾?hang in there, baby.",Ivy,0
6084,2,0,"鈾?Oh, Charlie.",Bob,0
6085,2,1,"You know daddy loves you, But daddy's played baby about 100 times And he doesn't feel so good.",Bob,0
6086,2,2,He needs to rest.,Bob,0
6087,2,3,"Oh, okay.",Bob,0
6088,2,4,All right.,Bob,0
6089,2,5,"Oh, I know! Let's play Baby watches daddy take a nap.",Bob,1
6090,2,6,"Aha! Boys, I need your help.",Bob,0
6091,2,7,Really? - Today at work I got bit by a spider.,Bob,0
6092,2,8,You're an exterminator.,Gabe,0
6093,2,9,"Doesn't that happen every day? Well, this particular spider I happen to be mildly allergic to.",Bob,0
6094,2,10,"that's disgusting! Cover it, cover it, cover it.",PJ,0
