id,Dialogue_id,Utterance_id,Sentence,speaker,label
18255,1,0,These pancakes taste funny.  ,Charlie,0
18256,1,1,What do you mean?,PJ,0
18257,1,2,They're good.  ,Charlie,0
18258,1,3,Hm?  ,PJ,0
18259,1,4,Hey.,Bob,0
18260,1,5,Oh!  ,Gabe,0
18261,1,6,Mom made good pancakes!  ,Gabe,0
18262,1,7,Is up down? Is black,Gabe,0
18263,1,8,white? Is Dad smart?  ,Gabe,1
18264,1,9,How do you go from,Bob,0
18265,1,10,'Mom made good pancakes'  ,Bob,0
18266,1,11,to making fun of me?  ,Bob,0
18267,1,12,Fourteen years of practice.   ,Gabe,1
18268,1,13,"Mom, what happened?   ",PJ,0
18269,1,14,"Well, I got tired of you guys",Amy,0
18270,1,15,making fun of my pancakes.   ,Amy,0
18271,1,16,"So I got up early,",Amy,0
18272,1,17,made them from scratch.   ,Amy,0
18273,1,18,"And now, I expect",Amy,0
18274,1,19,the jokes to stop.   ,Amy,0
18275,1,20,"All right, guys, see you later.   ",Teddy,0
18276,1,21,I'm heading over to Ivy's,Teddy,0
18277,1,22,to help her pack for college.   ,Teddy,0
18278,1,23,"Oh, that's nice.   ",Amy,0
18279,1,24,Why don't you have some,Amy,0
18280,1,25,breakfast before you go?   ,Amy,0
18281,1,26,Mom made delicious pancakes.   ,PJ,0
18282,1,27,"No, seriously.   ",PJ,0
18283,1,28,These are amazing.   ,Teddy,0
18284,1,29,So you learn how to cook just,Teddy,1
18285,1,30,as I'm heading off to college?   ,Teddy,1
18286,1,31,"Okay, Teddy, we agreed, we're",Amy,0
18287,1,32,not making any more of those jokes.   ,Amy,0
18288,1,33,"Oh, we didn't agree on anything.   ",Gabe,0
18289,1,34,We're taking the jokes,Gabe,0
18290,1,35,one meal at a time.   ,Gabe,0
18291,1,36,"PJ, could you help me in",Amy,0
18292,1,37,the living room for a sec?   ,Amy,0
18293,1,38,Sure.   ,PJ,0
18294,1,39,Thanks for making the pancakes.,Amy,0
18295,1,40,Mm-hm.   ,PJ,0
18296,2,0,Come in.   ,Others,0
18297,2,1,"Hi, Mr. And Mrs. Wentz.   ",Teddy,0
