id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
10573,1,0,"Ok people, P.J.'s birthday is this Saturday.",Teddy,0
10574,1,1,And everyone needs to buy him a present.,Teddy,0
10575,1,2,"And by everyone, I mean Gabe.",Teddy,0
10576,1,3,"And by 'buy him a present', she means actually purchase one.",Teddy,0
10577,1,4,Not borrow or steal it.,Teddy,1
10578,1,5,Why are you guys peeking on me.,Gabe,1
10579,1,6,I always get P.J.a present.,Gabe,0
10580,1,7,"Last year, you wrapped up one of his shirts and gave it to him.",Teddy,1
10581,1,8,And he loved it.,Gabe,0
10582,1,9,I can't believe my baby boy is turning 18.,Amy,0
10583,1,10,"Hey guys, what're you talking about? Nothing! What are you whistling about? My birthday.",PJ,0
10584,1,11,That's for sure.,PJ,0
10585,1,12,"Hey P.J., how would you like a pair of pants exactly like those? Oh man! Teddy.",Gabe,0
10586,1,13,Are you ok? I'm just bummed out that I have to kiss Spencer.,Teddy,0
10587,1,14,"Your ex-boyfriend Spencer? The one who cheated on you? No, dad, the other Spencer in my life.",Bob,0
10588,1,15,"Well, why would you want to kiss that guy? Because I need a car.",Bob,0
10589,1,16,Tell him more.,Amy,0
10590,1,17,He's lost.,Amy,0
10591,1,18,"Ok, I've got a new job at Super Adventure Land.",Teddy,0
10592,1,19,"I have to play the princess, princess has to kiss to frog and the frog is Spencer.",Teddy,1
10593,1,20,"Teddy honey, I feel for you.",Amy,0
10594,1,21,I know how uncomfortable it is to kiss your ex.,Amy,0
10595,1,22,"I remember this one time in college Fixed by WaitinZ Today's all burnt toast Running late, and dad jokes Has anybody seen my left shoe I close my eyes, take a bite Grab a ride, laugh out loud There it is up on the roof I've been there, I've survived So just take my advice Hang in there, baby Things are crazy But I know your future's bright Everything turns out all right Your life is up and down But trust me it comes back around You're gonna love who you turn out to be Hang in there, baby.",Amy,1
10596,1,23,"Fixed by WaitinZ Charlie, did you do something with daddy's can? No daddy.",Bob,0
10597,1,24,Well did you see where it went? It's a secret.,Bob,0
10598,1,25,"Well, do you want to tell daddy the secret? Gabe.",Bob,0
10599,1,26,That's why you are my favorite.,Bob,0
10600,1,27,Gabe.,Bob,0
10601,1,28,Did you just steal my can.,Bob,0
10602,1,29,Can? I don't know anything about the can.,Gabe,0
10603,1,30,Step away from the cabin.,Bob,0
10604,1,31,"No, no, dad.",Gabe,0
10605,1,32,Come on.,Bob,0
