id,Dialogue_id,Utterance_id,Sentence,Speaker,label
12373,1,0,"Okay, so that's the tight end, and the guy next to him is called the split end.",Emmett,0
12374,1,1,"Split end? What do they call him after he shampoos and conditions? Yeah, let's not watch football.",Teddy,0
12375,1,2,"Hey, we should talk about prom.",Teddy,0
12376,1,3,"So I was thinking, if you show up by 6:00, then we can do some pictures.",Teddy,0
12377,1,4,"Then if we left by 6:30 - Teddy, hold on.",Teddy,1
12378,1,5,I haven't even asked you yet.,Emmett,0
12379,1,6,"Well, I just assumed.",Teddy,0
12380,1,7,"I mean, we're boyfriend and girlfriend.",Teddy,0
12381,1,8,"Yeah, I know, but I still think I should ask you.",Emmett,1
12382,1,9,It's kind of how it's done.,Emmett,1
12383,1,10,"Fine, go ahead, ask me.",Teddy,1
12384,1,11,"Teddy, would you like to go to the prom with me? - No.",Emmett,0
12385,1,12,Wait.,Emmett,1
12386,1,13,"What? Well, first you make a whole big deal out of the invitation, then you just blurt it out? Where's the romance, the heart? Maybe I should start over.",Teddy,0
12387,1,14,"Yeah, I think that would be best.",Teddy,0
12388,1,15,"Teddy, would you like to go to the - No, no, no, no.",Emmett,0
12389,1,16,Go outside.,Teddy,1
12390,1,17,Start over there.,Teddy,1
12391,1,18,"Go on, go on.",Teddy,0
12392,1,19,"If we're gonna do this, do it right.",Teddy,0
12393,1,20,I'll get it.,Teddy,0
12394,1,21,"Teddy Duncan, would you do me the honor of allowing me to escort you to the prom? Oh, you're tearing up.",Emmett,0
12395,1,22,"Oh, my gosh.",Teddy,1
12396,1,23,"Of course I'll go with you, baby.",Teddy,0
12397,1,24,"Got stuck by a thorn, didn't you? - Uh-huh.",Teddy,1
12398,1,25,"What are you guys doing? I'm looking through my yearbook, trying to find a prom date.",Teddy,0
12399,1,26,"Yeah, and I'm watching him so I can see what mistakes to avoid when I'm in High School.",PJ,0
12400,1,27,"P.J., prom's this Saturday.",Teddy,0
12401,1,28,You might wanna hurry up.,Teddy,0
12402,1,29,"Oh, it's okay.",Gabe,0
12403,1,30,I've seen his report card.,Gabe,0
12404,1,31,He'll probably have two more senior proms.,PJ,0
12405,1,32,"Hey, what do you know about Cynthia markowski? She was in the gifted program and graduated early.",Teddy,0
12406,1,33,Stupid smart people.,PJ,1
12407,1,34,"Hey, what about Robin Rogers? - She's pretty cute.",PJ,0
12408,1,35,That's a guy.,Teddy,1
12409,1,36,Who was your date last year? I went with a group.,PJ,1
12410,1,37,So now we're calling Emmett a group? There's gotta be somebody out there for me.,PJ,0
12411,1,38,I just Hope I find her in time.,PJ,1
12412,1,39,Hi.,PJ,0
12413,1,40,Hi.,other,0
12414,1,41,Here's your pizza.,other,0
12415,1,42,Thanks.,PJ,0
12416,1,43,"With any luck, P.J.",Teddy,0
12417,1,44,May have just found his prom date.,Teddy,0
12418,1,45,"Can I ask you something? Sure, anything.",PJ,0
12419,1,46,"Do you guys have any wacky bread? Yeah, it's gonna take a little more than luck.",Gabe,0
12420,1,47,Get over there.,Gabe,1
12421,1,48,"Well, things look good.",other,0
12422,1,49,"The baby's doing great, but I'm a little concerned about the weight gain.",other,0
12423,1,50,I really haven't gained that much.,Amy,1
12424,1,51,"No, I mean him.",other,1
12425,1,52,Just kidding.,other,1
12426,1,53,"We like to have fun here, right, marcia? So would you like a DVD of your ultrasound? - Yes.",other,0
12427,1,54,No.,Amy,0
12428,1,55,I thought we agreed we wanted to wait to find out if it's a boy or a girl.,Amy,0
12429,1,56,We want to be surprised.,Amy,0
12430,1,57,I don't like surprises.,Bob,0
12431,1,58,I want to know.,Bob,0
12432,1,59,And the person carrying the baby thinks it's better not to know.,Amy,0
12433,1,60,We'd like to be surprised.,Bob,1
12434,1,61,"Put this in the Duncan file, please.",other,0
12435,1,62,That's okay.,Bob,0
12436,1,63,We don't need to know.,Bob,1
12437,1,64,"As long as our baby boy is healthy, right, doc? Mm.",Bob,0
12438,1,65,"I mean, the main thing is that our baby girl is doing great, right, doc? Bob, honey, the man's not an idiot.",Bob,0
12439,1,66,He has a medical degree.,other,0
12440,1,67,"Right, doc? Thanks.",other,0
12441,1,68,That was a really fun first date.,other,0
12442,1,69,"Taylor, in my experience, you can never go wrong with mini golf.",PJ,0
12443,1,70,"P.J., I know we just met, but can I ask you something? Okay, but nothing too hard, 'cause this date's going really well.",other,0
12444,1,71,"My senior prom is this Saturday, and I was wondering if you would like to go with me.",other,0
12445,1,72,Uh-oh.,PJ,1
12446,1,73,"Too hard? No, no, no, no, no.",other,0
12447,1,74,It's just my senior prom is also this Saturday.,PJ,0
12448,1,75,"I was really excited about it, and I was gonna ask you.",PJ,0
12449,1,76,Oh.,other,0
12450,1,77,"But you asked me first, so yes.",PJ,0
12451,1,78,"Oh, and just so you know, I would have said yes.",other,0
12452,1,79,Yes! - Then it's a date? - Absolutely.,Teddy,0
12453,1,80,"Wait, whose prom are we going to? Mine, I think.",other,0
12454,1,81,"Yeah, yeah.",PJ,1
12455,1,82,Yeah.,other,0
12456,1,83,"And after the baby's born, mommy and daddy will bring it home from the hospital.",Teddy,0
12457,1,84,"But when do they take it back? Charlie, they don't take the babies back.",Charlie,0
12458,1,85,I know.,Teddy,0
12459,1,86,I tried with Gabe.,Teddy,0
12460,1,87,"Teddy, there you are.",Amy,0
12461,1,88,"Hey, listen, I was wondering if you've picked out a prom dress yet.",Amy,0
12462,1,89,"No, I really need to go shopping.",Teddy,0
12463,1,90,Or not.,Amy,0
12464,1,91,"Mom, I need to buy a dress.",Teddy,1
12465,1,92,I can't just wear something from my closet.,Teddy,0
12466,1,93,Maybe nyour closet.,Amy,0
12467,1,94,I don't like where this is going.,Teddy,1
12468,1,95,"Let me tell you a story that seemed tragic at the time, but is now finally gonna have a happy ending.",Amy,0
12469,1,96,I really don't like where this is going.,Teddy,0
12470,1,97,"The year was 1988, and a young and beautiful Amy blankenhooper was on her way to the prom with her third choice Bob Duncan.",Amy,0
12471,1,98,"But alas, all would not turn out as Amy had planned.",Amy,0
12472,1,99,"Knowing this story would go on for a while, Teddy sat down.",Teddy,0
12473,1,100,"Bob diddlebock, Amy's first choice, took his date out for steak.",Amy,0
12474,1,101,Bob Duncan had a coupon for the shrimp Bucket.,Amy,1
12475,1,102,"Anyway, it was an all-you-can-eat night, and Amy tried to keep up with Bob, which was her second mistake.",Amy,1
12476,1,103,A mistake that her beautiful prom dress would pay for dearly.,Amy,0
12477,1,104,"So what are you saying Did you puke on your prom dress? Well, in 1988, we called it 'hurling.",Teddy,0
12478,1,105,' Now this sad little story is finally gonna have a happy ending.,Amy,1
12479,1,106,"Teddy, don't you see? I saved that prom dress all these years so that you could wear it to your prom.",Amy,0
12480,1,107,I'll go get it.,Amy,0
12481,1,108,"Mom, you really don't have to Ba-bam! Teddy, when this dress goes to the prom, it'll almost be like I finally get to go to the prom.",Amy,0
12482,1,109,I wish it were you.,Teddy,0
12483,1,110,"And, Charlie, maybe you can wear this to your prom, too.",Amy,0
12484,1,111,"No, thank you, mommy.",Charlie,0
12485,1,112,Okay.,Gabe,0
12486,1,113,"Whatcha doing, dad? Oh, just thinking about the new baby.",Gabe,0
12487,1,114,"Yeah, I like to do my thinking upstairs, just in case someone wants to come down here, play some video games or something.",Gabe,0
12488,1,115,"You know, all I want to know is if it's gonna be a boy or a girl.",Bob,1
12489,1,116,But your mother wants to be surprised.,Bob,1
12490,1,117,"Why don't you find out and then not tell mom? You have a brain of your own, right? Of course I do.",Gabe,0
12491,1,118,It's just that your mother's brain doesn't like it when my brain goes off on its own.,Bob,0
12492,1,119,"Dad, you can't just do whatever mom tells you to do.",Gabe,0
12493,1,120,You have to stand up for yourself.,Gabe,0
12494,1,121,"You know, you have to call the doctor and you have to demand to know.",Gabe,0
12495,1,122,You know what? You're right.,Bob,0
12496,1,123,"Right? - I mean, I am the baby's father.",Bob,1
12497,1,124,"Yes, you are.",Gabe,1
12498,1,125,"Yes, I do have some rights.",Bob,1
12499,1,126,Hello.,Bob,0
12500,1,127,"Marcia, Bob Duncan.",Bob,0
12501,1,128,I don't wanna bother the doctor.,Bob,0
12502,1,129,"I was just could you For me, could you just take a little look-see in our file and just tell me if we're gonna have a boy or a girl? Uh-huh.",Bob,0
12503,1,130,Uh-huh.,Bob,0
12504,1,131,"Okay, sure.",Bob,0
12505,1,132,"All right, what did she say? Would I please hold while she calls your mother? Well, face it, dad.",Bob,0
12506,1,133,Your brain's no match for mom's.,Gabe,0
12507,1,134,"But lucky for you, I have a plan.",Gabe,1
12508,1,135,"Is it an evil plan? No, no, no.",Gabe,1
12509,1,136,It's a plan that helps the poor.,Gabe,1
12510,1,137,"Of course, it's an evil plan.",Gabe,1
12511,1,138,I don't know.,Bob,0
12512,1,139,"Oh, come on.",Gabe,0
12513,1,140,You know you want to do it.,Gabe,0
12514,1,141,Isn't that why you came to me in the first place? Yeah.,Gabe,0
12515,1,142,Wow! You look great.,PJ,0
12516,1,143,So do you.,other,0
12517,1,144,Come on in.,other,0
12518,1,145,Okay.,PJ,0
12519,1,146,Here we are.,other,1
12520,1,147,What is this? - It's the prom.,PJ,1
12521,1,148,"Your prom is here in your house? Yeah, I'm homeschooled.",PJ,0
12522,1,149,Huh.,PJ,0
12523,1,150,"So this is the whole prom? Just you and me and some old lady? Oh, that's my grandma.",PJ,0
12524,1,151,She's also the dj.,other,0
12525,1,152,Why's she wearing a sombrero? Because the theme of the prom is 'south of the border.,PJ,0
12526,1,153,"' Oh, okay, that makes sense.",PJ,1
12527,1,154,"For a second there, I thought it was weird.",PJ,1
12528,1,155,"Hola, kids! Let the fiesta begin.",other,0
12529,1,156,"Ole! P.J., this is my mom.",other,0
12530,1,157,Hi.,other,0
12531,1,158,Hi.,PJ,0
