id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
14062,1,0,"Okay, everybody.",Amy,0
14063,1,1,Listen up.,Amy,0
14064,1,2,Big announcement.,Amy,0
14065,1,3,Maternity leave is over and I'm headed back to work at the hospital.,Amy,0
14066,1,4,"Can you take Toby with you? Honey, I think we've been over this.",Charlie,1
14067,1,5,"Is that a yes? All right, you two are gonna take care of the little ones on Saturday.",Charlie,1
14068,1,6,"Teddy, you get Toby.",Amy,0
14069,1,7,"Aw, why can't I have Toby? Remember what happened the last time I put you in charge of a baby? Man, you lose one kid.",PJ,0
14070,1,8,You get labeled for life.,PJ,0
14071,1,9,You and Gabe can take care of Charlie.,Amy,0
14072,1,10,What about Dad? Or don't you trust old butterfingers? Man.,Gabe,0
14073,1,11,You drop two babies I just remembered I have the student UN on Saturday.,Teddy,0
14074,1,12,It's at noon.,Teddy,0
14075,1,13,"Oh, that's not a problem.",Bob,0
14076,1,14,I only work half a day.,Bob,0
14077,1,15,"You know what? I'll meet you at the high school, we'll do a Toby hand off.",Bob,0
14078,1,16,"Great, then we're all set.",Amy,0
14079,1,17,"Wow, mom.",Gabe,0
14080,1,18,"Now that you're going back to work I guess this is our last Amy Duncan home cooked breakfast, huh? I'm afraid so, honey.",Gabe,0
14081,1,19,( Silently ) I know what you're all doing.,Amy,0
14082,2,0,There he is.,Teddy,0
14083,2,1,Mr.Victor Deleseur.,Teddy,0
14084,2,2,Two-time winner of the South High student U.N.,Teddy,0
14085,2,3,Three-time.,Others,0
14086,2,4,"Hello, Teddy.",Others,0
14087,2,5,"Why'd you want to see me? Well, I was saddened to hear that you and Victoria broke up.",Teddy,0
14088,2,6,She said I wasn't romantic enough.,Others,0
14089,2,7,Which is totally untrue.,Others,0
14090,2,8,I did an algorithm which proved my romanticism is above average.,Others,1
14091,2,9,"Anyway, um Since you and Victoria are no longer together I Uh, stop.",Teddy,0
14092,2,10,"Before you get your hopes up, I'm not ready to start another relationship.",Others,0
14093,2,11,It's too soon.,Others,0
14094,2,12,"Really? Okay, um Give me a moment to regroup Done.",Teddy,0
14095,2,13,"Anyways, um I was wondering if you actually wanted to be my partner for the student U.N.",Teddy,0
14096,2,14,"Ah, so you'd like to win the award you lose every year.",Others,0
14097,2,15,"Well, that's not all of it.",Teddy,0
14098,2,16,"Because the award will look good on your college applications, and help you get into a better school.",Others,0
14099,2,17,Yeah.,Teddy,0
14100,2,18,That's all of it.,Teddy,0
14101,3,0,Amy: Attention everyone.,Others,0
14102,3,1,"I'm back! Yeah! - ( Applause ) - ( Laughs ) Thank you, thank you, thank you.",Amy,0
14103,3,2,You guys can go pick up that corpse now.,Amy,0
14104,3,3,Oh! Karen.,Amy,0
14105,3,4,"Hello, Duncan.",Others,0
14106,3,5,Hi.,Amy,0
14107,3,6,I thought you gave up nursing after you got married.,Amy,0
14108,3,7,"Yeah, well, I'm not married any more.",Others,0
14109,3,8,"He said I was loud and bossy, I think he has commitment issues.",Others,0
14110,3,9,"Well, it's, uh Nice to see you again.",Others,0
14111,3,10,"Is it, Duncan? Is it? Because I remember what happened the last time we were in this room together.",Others,0
14112,3,11,Do you? I believe I resigned due to a temporary misunderstanding.,Amy,0
14113,3,12,"You popped one of these saline bags and squirted it in my face! Tomato, to-mah-to.",Amy,0
14114,3,13,"I'm keeping my eye on you, Duncan.",Others,0
14115,3,14,I've had a lot of problems with nurses returning from maternity leave.,Others,0
14116,3,15,You're not gonna be all like 'wah wah wah I miss my baby.,Others,0
14117,3,16,' Are you? Of course not.,Amy,0
14118,3,17,Good.,Others,0
14119,3,18,I'm gonna be all 'wah wah wah I can't believe I have to work with you again.,Amy,1
14120,4,0,"' ( Chuckles ) Now, here is our presentation.",Teddy,0
14121,4,1,"And since we're Italy, I decided to draw a nice little map of our nation on the cover.",Teddy,0
14122,4,2,"Oh, good.",Others,0
14123,4,3,That's Italy.,Others,0
14124,4,4,I was afraid you were drawing some boots that you wanted.,Others,1
14125,4,5,"Look, I don't draw boots.",Teddy,0
14126,4,6,I'm not that shallow.,Teddy,0
14127,4,7,Okay.,Others,0
14128,4,8,All right.,Teddy,0
14129,4,9,Let's go.,Teddy,0
14130,4,10,Why are you taking the baby? Don't worry.,Others,0
14131,4,11,My Dad's gonna meet me at school and we're gonna do a hand off.,Teddy,0
14132,4,12,Like in football.,Teddy,0
14133,4,13,"Anyway, it'll be fine.",Teddy,0
14134,4,14,"Toby's such a sweet little boy, we won't even know he's there.",Teddy,0
14135,4,15,( Crying ) Hush little baby don't say a word.,Teddy,0
14136,4,16,Why are you singing? The child is obviously in distress.,Others,0
14137,4,17,Papa's gonna buy you a mockingbird.,Teddy,0
14138,4,18,( Cooing ) - See? - ( Chuckles ) Amazing.,Others,0
14139,4,19,Lullabies were forbidden in my house.,Others,0
14140,4,20,My mother would only allow me to listen to 18th century Italian operas.,Others,0
14141,4,21,"Oh, so that's why you turned out to be The way that you are.",Teddy,1
14142,5,0,'You've been arrested by a Sheriff Kitty.,PJ,0
14143,5,1,Go to the dog pound.,PJ,0
14144,5,2,' I don't get it.,PJ,0
14145,5,3,The game's called 'puppy town'.,PJ,0
14146,5,4,But the Sheriff's a cat? Okay.,PJ,0
14147,5,5,Ah.,PJ,0
14148,5,6,"You win again, Charlie.",PJ,0
14149,5,7,The 10th straight time.,PJ,0
14150,5,8,Play again? - No no no no no no.,Charlie,0
14151,5,9,No more 'puppy town.,PJ,0
14152,5,10,' I'm all I'm all puppied out.,PJ,0
14153,5,11,Let's do something else.,PJ,0
14154,5,12,Want to read a book? Okay.,PJ,0
14155,5,13,'Return to puppy town.,PJ,0
14156,5,14,' ( Cellphone ringing ) My phone's upstairs.,PJ,0
14157,5,15,Hang on.,PJ,0
14158,5,16,Gabe? It's your turn to watch Charlie.,PJ,0
14159,5,17,Gabe: Just a minute! What'd you say? Eh.,Gabe,0
14160,6,0,"Charlie? Did you run away? Because if you did, I don't blame you.",Dabney,1
14161,6,1,"Want to play? Oh, 'puppy town,' huh? I used to play with my son Rodney.",Dabney,0
14162,6,2,"I have to warn you, I'm pretty good.",Dabney,0
14163,6,3,Me too.,Charlie,0
14164,6,4,"Okay, hotshot.",Dabney,0
14165,7,0,"And this is my baby, Toby.",Amy,0
14166,7,1,"Isn't he adorable? Oh, you know what would be adorable? Doing your job! You don't see me going around showing everyone pictures of my plant.",Others,0
14167,7,2,A plant.,Amy,0
14168,7,3,How wise of you to get something that can't run away.,Amy,1
14169,7,4,"Note to self: Take picture of plant, make people look at it.",Others,0
14170,8,0,"Okay, I'm just going to check your bl*od pressure, Mr.Franklin.",Amy,0
14171,8,1,You can call me Toby.,Others,0
14172,8,2,"Oh, Toby.",Amy,0
14173,8,3,That's my baby's name.,Amy,0
14174,8,4,"Well, what do you know about that.",Others,0
14175,8,5,"Today's my first day back at work, and I just miss him so much.",Amy,0
14176,8,6,"Oh, Toby.",Others,0
14177,8,7,You're hurting me.,Others,0
14178,8,8,"Oh, no, sweetie.",Amy,0
14179,8,9,I would never hurt you.,Amy,0
14180,8,10,Mama loves you.,Amy,0
14181,8,11,"Hey, I can't feel my arm.",Others,0
14182,8,12,What? ( Exhales ) I'm sorry.,Amy,0
14183,8,13,"I'm sorry, Mr.",Amy,0
14184,8,14,Franklin.,Amy,0
14185,8,15,I'm just having a little trouble focusing today.,Amy,0
14186,8,16,"That's okay, dear.",Others,0
14187,8,17,"You work in a hospital, no need to focus on your job.",Others,1
14188,8,18,Thank you for understanding.,Amy,0
14189,9,0,What you reading? 'Return to puppy town.,PJ,0
14190,9,1,"' You know, I can't get past Sheriff Kitty.",Gabe,0
14191,9,2,"I mean, why would dogs obey a cat? Thank you.",Gabe,0
14192,9,3,Okay.,Gabe,0
14193,9,4,"So, where's Charlie? ( Chuckles ) That's funny.",Gabe,0
14194,9,5,I'll do it.,PJ,0
14195,9,6,"'So, where's Charlie?' ( Chuckles ) I thought she was with you.",PJ,0
14196,9,7,'I thought she was with you.,Gabe,0
14197,9,8,"' ( Laughs ) Dude, why are you laughing? Because you're pretending you don't know where Charlie is.",Gabe,0
14198,9,9,I don't know where Charlie is! What? - This is suddenly not funny.,PJ,0
14199,9,10,You think? We got to find her.,Gabe,0
14200,9,11,"Uh, Charlie? - Charlie? - Charlie? Hey, guys.",Gabe,0
14201,9,12,"Hey, Dad.",PJ,0
14202,9,13,What are you doing? Uh Playing hide-and-go-seek with Charlie.,Gabe,0
14203,9,14,Yeah.,PJ,0
14204,9,15,She's very good.,PJ,0
14205,9,16,You want to help us look? - She could be anywhere in the house.,Bob,0
14206,9,17,Or outside.,Gabe,1
14207,9,18,The rules were kind of vague.,Gabe,0
14208,9,19,Yeah.,PJ,0
14209,9,20,"Oh, hey.",Bob,0
14210,9,21,Here's an idea.,Bob,0
14211,9,22,Why don't you guys go next door and look in Mrs.Dabney's house.,Bob,0
14212,9,23,"Do you want to know why I think you should go over and look there? Because you're not very good at this game? No, because Mrs.",Bob,0
14213,9,24,Dabney called me an hour ago to tell me that Charlie had gone over there.,Bob,1
14214,9,25,All by herself.,Bob,0
14215,9,26,Oh.,PJ,0
14216,9,27,"So A little moment of panic, but a happy ending, huh, Dad? Go get her.",PJ,1
14217,9,28,"Oh, and when you guys come back we're having a little talk.",Bob,0
14218,9,29,"( Door closes ) Sheriff Kitty? Well, that doesn't make any sense.",Bob,0
14219,10,0,Victor.,Others,0
14220,10,1,Victoria.,Others,0
14221,10,2,This is who you're partnered with? Victoria: Teddy Duncan? She's academically inferior.,Others,0
14222,10,3,"She's not inferior, she's marginal.",Others,1
14223,10,4,"Sitting right here, guys.",Teddy,0
14224,10,5,"Now, if you'll excuse me, I'm going to lead Norway to victory.",Others,0
14225,10,6,Of course she would be Norway.,Others,0
14226,10,7,"Cold, isolated, yet irresistible.",Others,0
