id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
3144,1,0,"Uh-oh, Charlie, look at your tummy.",Teddy,0
3145,1,1,I think somebody's had enough pancakes.,Teddy,0
3146,1,2,No no.,Teddy,0
3147,1,3,"Oh my goodness, Somebody loves her blankie.",Amy,1
3148,1,4,"Whoo! All right, dad, now pull out your blankie.",Gabe ,1
3149,1,5,"Sure thing, son, Right after I drop you off at a military school.",Bob,1
3150,1,6,"Oh, hey, look what's gonna happen on Saturday.",Teddy,0
3151,1,7,"Oh, yeah, the truck from the thrift store is coming.",Amy,0
3152,1,8,And it's your wedding anniversary.,Teddy,0
3153,1,9,Right.,Amy,0
3154,1,10,What time is the truck coming? So how are you guys gonna celebrate this year? There's no better way to celebrate than the tax deduction.,Teddy,0
3155,1,11,We're gonna get from donating old clothes.,Bob,0
3156,1,12,"Bob, remember the deduction from our 10th anniversary? Ooh! Guys, guys, guys, you know what? I think we should do something for mom and dad on their anniversary.",Teddy,0
3157,1,13,Don't we do enough for them on mother's and father's day? You never do anything for them.,PJ ,1
3158,1,14,"Excuse me, I was born, Which made them a mother and a father.",PJ ,0
3159,1,15,My work is done.,PJ ,1
3160,1,16,"Well, I think.",Teddy,0
3161,1,17,We should surprise them with a romantic dinner.,Teddy,0
3162,1,18,You're gonna make a dinner? I think we should surprise them.,Gabe ,0
3163,1,19,And order a romantic dinner.,Teddy,0
3164,1,20,Then we can serve it to them like waiters.,Teddy,0
3165,1,21,Why do girl ideas always take so much work? I get it.,Gabe ,1
3166,1,22,"If we do something nice for them, They have to do something nice for us.",PJ ,0
3167,1,23,Like give us presents.,Gabe ,0
3168,1,24,Yes.,PJ ,0
3169,1,25,Why can't we just do it because we love them? Because then we don't get stuff.,Teddy,0
3170,1,26,Duh.,Gabe ,0
3171,2,0,Hey! Shouldn't someone go tell Charlie to shut up? You know what? You give it a sh*t.,Gabe ,0
3172,2,1,We've been trying all night long.,Bob,0
3173,2,2,And by 'we' he means me.,Amy,1
3174,2,3,"Come on, I got up that one time.",Bob,0
3175,2,4,"And when you flushed, you woke her up.",Amy,1
3176,2,5,But why is she so fussy? We can't find her blankie.,Teddy,0
3177,2,6,And we've looked everywhere.,Amy,0
3178,2,7,"Oh, that's ridiculous.",Gabe ,0
3179,2,8,She shouldn't need something to help her sleep.,Gabe ,0
3180,2,9,What about your stuffed monkey? Coco's different.,Amy,1
3181,2,10,"Guys, what a horrible way to spend your anniversary.",Teddy,0
3182,2,11,We should really get out of the house.,Teddy,0
3183,2,12,Ow.,Gabe ,0
3184,2,13,What are you doing? Oh.,Gabe ,0
3185,2,14,"Mom and dad, on your anniversary I'm taking you to lunch and a movie, My treat.",Gabe ,0
3186,2,15,"Oh, dad, bring your wallet.",Gabe ,0
