id,Dialogue_id,Utterance_id,Sentence,Speaker,label
7931,1,0,"Okay, dad, so you know how I always want to go to super adventure land.",Gabe,0.0
7932,1,1,"But you tell me it's too expensive, Even though it's totally worth it 'cause it's the funnest place on earth? Yes.",Gabe,1.0
7933,1,2,"Well, problem solved.",Gabe,0.0
7934,1,3,"'this coupon, good for $5 off admission price.",Bob,0.0
7935,1,4,' To super adventure land.,Bob,0.0
7936,1,5,"Upon $100 purchase at Jensen's groceries, Not valid Tuesday through Sunday, 'Closed Monday.",Bob,1.0
7937,1,6,' Nice try.,Bob,0.0
7938,1,7,"But, dad, They have this new ride called the storm twizzler.",Gabe,0.0
7939,1,8,Nine out of 10 people barf on it.,Gabe,0.0
7940,1,9,They even take your photo.,Gabe,0.0
7941,1,10,"Gabe, I'll take you to super adventure land.",Bob,0.0
7942,1,11,Just as soon as I win the lottery.,Bob,0.0
7943,1,12,"Oh, hey, speaking of which, Maybe today is your lucky day.",Bob,0.0
7944,1,13,Could be.,Bob,0.0
7945,1,14,Let's take a look.,Bob,0.0
7946,1,15,"Hey, there's a seven, right? - Yeah.",Bob,0.0
7947,1,16,That's pretty good.,Bob,0.0
7948,1,17,"Hey, look at this.",Bob,0.0
7949,1,18,We got another seven.,Bob,0.0
7950,1,19,That's not too bad.,Bob,0.0
7951,1,20,"One more seven we got Oh, look at oh, look at oh! You're not going.",Bob,1.0
7952,2,0,"Hey, mom.",Teddy,0.0
7953,2,1,"Hey, honey.",Amy,0.0
7954,2,2,Come meet our new neighbor.,Amy,0.0
7955,2,3,This is my daughter Teddy.,Amy,0.0
7956,2,4,Debbie dooley.,Others,0.0
7957,2,5,"How're you doing? I'm doing dandy, Debbie dooley.",Teddy,1.0
7958,2,6,Debbie and her husband Doug just moved here from Iowa.,Amy,0.0
7959,2,7,Doug's our new deputy police chief.,Amy,0.0
7960,2,8,And they have a daughter Charlie's age.,Amy,0.0
7961,2,9,Deedee dooley.,Others,0.0
7962,2,10,Oh.,Others,0.0
7963,2,11,Debbie needed a babysitter for tomorrow.,Amy,0.0
7964,2,12,And I was just telling her how terrific you are.,Amy,0.0
7965,2,13,Oh yeah.,Teddy,0.0
7966,2,14,"No, actually my friend Ivy and I.",Teddy,0.0
7967,2,15,Were gonna take Charlie to make-a-monkey tomorrow.,Teddy,0.0
7968,2,16,And we'd be happy to bring deedee along.,Teddy,0.0
7969,2,17,"What's make-a-monkey? Oh, it's kind of complicated.",Others,0.0
7970,2,18,It's this place where you You make A monkey.,Teddy,1.0
7971,2,19,I I guess it's not that complicated.,Teddy,1.0
7972,2,20,"Oh, I meant to ask Where is your dog? We don't have a dog.",Others,0.0
7973,2,21,But that nice Mrs.,Others,0.0
7974,2,22,Dabney next door told me.,Others,0.0
7975,2,23,To beware of Gabe.,Others,1.0
7976,2,24,Gabe is my son.,Amy,0.0
7977,2,25,But she said he bit her And went to the bathroom on her lawn.,Others,1.0
7978,2,26,They have a very unique relationship.,Amy,0.0
7979,2,27,Welcome to the neighborhood.,Amy,0.0
7980,3,0,"Oh, I think this one goes No.",PJ,0.0
7981,3,1,"Oh, doesn't this one go? No.",Others,0.0
7982,3,2,"Eh, forget it.",PJ,0.0
7983,3,3,Charlie can help us with it later.,PJ,0.0
7984,3,4,"Oh, my dad's outside.",Others,0.0
7985,3,5,I gotta go.,Others,0.0
7986,3,6,He doesn't like to be kept waiting.,Others,0.0
7987,3,7,All right.,PJ,0.0
7988,3,8,See ya.,Others,0.0
7989,3,9,See ya.,PJ,0.0
7990,3,10,No wonder we couldn't do it.,PJ,0.0
7991,3,11,It's for ages one to three.,PJ,1.0
7992,3,12,You P.,Others,0.0
7993,3,13,J.,Others,0.0
7994,3,14,"? Uh, y-yeah yeah.",PJ,0.0
7995,3,15,That's me.,PJ,0.0
7996,3,16,So you start going out with a girl.,Others,0.0
7997,3,17,"And you don't think it's important to meet the father? Oh, I'm sorry.",Others,1.0
7998,3,18,Makes me wonder what's going on inside your head.,Others,0.0
7999,3,19,"Trust me, sir, There's nothing going on in here at all.",PJ,0.0
8000,3,20,I'm gonna be watching you.,Others,0.0
8001,3,21,"To make sure you treat Skyler right, That you're worthy of her.",Others,0.0
8002,3,22,One more thing: I don't want her to know I've been checking up on you.,Others,0.0
8003,3,23,"Well, what does she think you're doing right now? Using the bathroom.",PJ,0.0
8004,3,24,Is there anything else? Usually it takes me a while to use the bathroom.,Others,1.0
8005,4,0,"Hey, dad.",Gabe,0.0
8006,4,1,Hey.,Bob,0.0
8007,4,2,"Oh, dad, I think you dropped something.",Gabe,0.0
8008,4,3,"Oh, hey, one of my scratchers.",Bob,0.0
8009,4,4,"Oh, hey, let's see.",Bob,0.0
8010,4,5,Maybe we've won.,Bob,0.0
8011,4,6,Seven.,Bob,0.0
8012,4,7,Another seven.,Bob,0.0
8013,4,8,Been here before.,Bob,0.0
8014,4,9,And the last number.,Bob,0.0
8015,4,10,"What? Look, it's a seven.",Bob,0.0
8016,4,11,It's a seven.,Bob,0.0
8017,4,12,I won.,Bob,0.0
8018,4,13,I won.,Bob,0.0
8019,4,14,"How much did you win? $1 million! Whoo-hoo! Whoo! Whoo! I won, I won, I won! What is going on with dad? He thinks he won the lottery.",Gabe,1.0
8020,4,15,"Thinks? - Yeah, it's a prank.",Gabe,0.0
8021,4,16,I bought one of those fake scratchers from the joke store.,Gabe,0.0
8022,4,17,He fell for that? Whoo-hoo! I'm king of the world! He's gonna find out.,PJ,0.0
8023,4,18,"Yeah, and I'll be grounded for two weeks.",Gabe,0.0
8024,4,19,"But, you know, I'll have been to super adventure land.",Gabe,0.0
8025,4,20,It's worth it.,Gabe,0.0
8026,4,21,I crunched the numbers.,Gabe,0.0
8027,4,22,"I'm so happy, I don't know what to do with myself.",Bob,0.0
8028,4,23,"Well, yesterday you said if you ever win the lottery.",Gabe,0.0
8029,4,24,You'd take me to super adventure land.,Gabe,0.0
8030,4,25,"All right, let's go.",Bob,0.0
8031,4,26,Get in the car.,Bob,0.0
8032,4,27,"Oh, wait a minute.",Bob,0.0
8033,4,28,Wait a minute.,Bob,0.0
8034,4,29,We're millionaires.,Bob,0.0
8035,4,30,Forget the car.,Bob,0.0
8036,4,31,We're renting a limo.,Bob,1.0
8037,4,32,"Wait, dad.",Gabe,0.0
8038,4,33,Okay.,Gabe,1.0
8039,5,0,"Oh, thank you, Dr.",Teddy,0.0
8040,5,1,Charlie.,Teddy,0.0
8041,5,2,I'm all better now.,Teddy,0.0
8042,5,3,Ow.,Teddy,0.0
8043,5,4,Another sh*t.,Teddy,0.0
8044,5,5,"No, I've already had seven shots.",Teddy,1.0
8045,5,6,There's no more owies.,Teddy,0.0
8046,5,7,Ow.,Teddy,0.0
8047,5,8,Another sh*t.,Teddy,0.0
8048,5,9,"Okay, I think I'm kind of over this.",Teddy,0.0
