id,Dialogue_id,Utterance_id,Sentence,speaker,label
9957,1,0,Looking forward to it.,bob,0
9958,1,1,"Okay, see you then, buddy.",bob,0
9959,1,2,Clump nugget! - Who's a clump nugget? - Mike gogan.,Amy,0
9960,1,3,"Uh-oh, must be time for bowling with the gogans.",Teddy,0
9961,1,4,"Don't you mean losing to the gogans? Hey, come on, let's have a positive attitude.",PJ,0
9962,1,5,"I mean, sure we've lost to them five years in a row, And sure we've never come within 50 pins.",bob,1
9963,1,6,Sure.,Teddy,0
9964,1,7,Dad gives the worst pep talks in history.,Teddy,0
9965,1,8,"Hey, that's not the way winners talk.",Amy,0
9966,1,9,"Mom, if I knew how winners talked, my name would be Teddy gogan.",Teddy,1
9967,1,10,"Well now, I don't know if I ever told you kids this, But I was the star of the southwest Denver.",Amy,0
9968,1,11,Women's bowling team.,Amy,0
9969,1,12,"You were? Oh, gee, I'd love to hear about that.",Gabe,0
9970,1,13,Seems like you were on every club and team at that school.,PJ,0
9971,1,14,How did you have time for classes? I'm not even sure that school had classes.,PJ,0
9972,1,15,"To me, it was more of an activity center.",Amy,0
9973,1,16,"Dad, I'm sorry to say this, But I think I'm too busy for bowling this year.",Teddy,0
9974,1,17,"Oh, man.",bob,0
9975,1,18,I was thinking Gabe could replace me.,Gabe,0
9976,1,19,"Okay, I guess we'll just muddle through, But believe me.",bob,0
9977,1,20,You're gonna be missed.,bob,0
9978,1,21,Thanks for understanding.,Teddy,0
9979,1,22,"Thanks, guys.",Teddy,0
9980,1,23,Yes! We finally have a chance to win! Yeah! Why are your arms in the air? We're Stretching.,bob,1
9981,1,24,Why are you stretching? Because we're happy you're not bowling this year.,PJ,0
9982,2,0,"鈾?- You ready, Ivy? - Ready.",Teddy,0
9983,2,1,"This is Teddy Duncan performing the national anthem oh, say can you see 鈾?by the dawn's early light 鈾?what so proudly we hail 鈾?at the twilight's 鈾?last gleaming 鈾?whose broad stripes and bright st 鈾?",Teddy,0
9984,2,2,And that was Mary Lou wentz., Teddy,0
9985,2,3,"I'm sorry, Teddy.",Others,0
9986,2,4,I just love that song.,Others,0
9987,2,5,It always moves me.,Others,0
9988,2,6,Can it move you right out of the room? Why are you recording it? It's for this contest the winner gets a car.,lvy,1
9989,2,7,And the winner also gets to sing the national anthem.,lvy,0
9990,2,8,At a Denver nuggets game.,lvy,0
9991,2,9,And they win a car., Teddy,0
9992,2,10,"Well, good luck.",Others,0
9993,2,11,I sure do love that song.,Others,0
9994,2,12,"Yeah, you know, Mrs.",Teddy,0
9995,2,13,"Wentz, I'd suggest that you enter the contest, But I wanna win a car.",Teddy,0
9996,2,14,"T, my mom's not interested.",lvy,0
9997,2,15,"Who said I'm not interested? You know, when I was younger, It was my dream to become a professional singer.",Others,0
9998,2,16,"Really? What happened? Oh, I got married, then we had Ivy.",Others,0
9999,2,17,"So you're blaming me? I k*ll your dreams? Of course not, sweetie.",lvy,0
10000,2,18,It was you and your father.,Others,1
10001,2,19,"If we both entered, we'd have two chances to win.",Teddy,0
10002,2,20,"I would love to enter the contest, Teddy, But I don't need another car.",Others,0
10003,2,21,Exactly.,Teddy,0
10004,2,22,"If I win, I get the car.",Teddy,0
10005,2,23,"If you win, I get the car.",Teddy,1
10006,2,24,I could use a car.,lvy,0
10007,2,25,Stay out of this.,Teddy,1
10008,3,0,"Hey, mom, whatcha doing? Well, guess who just joined her very first social network? That's right.",Amy,0
10009,3,1,I'm on buddy page.,Amy,1
10010,3,2,So buddy page is officially not cool anymore.,Teddy,0
10011,3,3,What? - Nothing.,Amy,0
10012,3,4,"So if you ever wanna send me a message, ims, whatevs, Just hit me up.",Amy,0
10013,3,5,"Ooh, look who else is on here Grandma! Yep, definitely gotta delete my account.",Teddy,1
10014,3,6,'buddy suggestion P.J.,Amy,0
10015,3,7,Duncan.,Amy,0
10016,3,8,' I don't know.,Amy,0
10017,3,9,Should I be buddies with P.J.? He would love that.,Amy,0
10018,3,10,"Yeah, and after we're buddies, I could post one of his baby pictures on his page.",Amy,0
10019,3,11,Why post one when you can post them all? That is a cute one.,Teddy,1
10020,3,12,"Okay, 'send P.J.",Amy,0
10021,3,13,Duncan a buddy request.,Amy,0
10022,3,14,"' Let's do it, Charlie.",Amy,0
10023,3,15,"Okay, hit that button right there.",Amy,0
10024,3,16,'sent.,Amy,0
10025,3,17,"' ha ha! Good job, Charlie.",Amy,0
10026,3,18,You did it.,Amy,0
10027,3,19,Hey.,Amy,0
10028,4,0,New buddy request.,PJ,0
10029,4,1,From Mom.,PJ,1
10030,4,2,No thank you.,PJ,1
10031,5,0,You're never gonna believe this.,Teddy,0
10032,5,1,What? - Yay! Whoo! I won the contest! Is that what you were gonna say? No.,Teddy,0
10033,5,2,"I was gonna say I won a car! Whoo! I've got to figure out what to wear! Isn't it great? Sure, for now.",Teddy,0
10034,5,3,"'for now'? What's that supposed to mean? T, you don't know my mom.",Teddy,0
10035,5,4,Something always goes wrong.,lvy,0
10036,5,5,My dad and I call it 'the blip.,lvy,1
10037,5,6,"' - The blip? - Yeah, With Mary Lou wentz, there's always a blip.",lvy,1
10038,5,7,I've got it! I'll wear an American flag dress.,Others,0
10039,5,8,"And a red, white and blue hat.",Others,0
10040,5,9,With sparklers on top.,Others,0
10041,5,10,"So is that the blip? No, that's just crazy.",lvy,1
