id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
3447,1,0,"Hey, you guys want to see something funny? Oh, if this is where you lift your shirt up.",PJ ,0
3448,1,1,"And make your belly button sing no, thank you.",Teddy,1
3449,1,2,Even better.,PJ ,0
3450,1,3,Check out this video I made of Charlie.,PJ ,0
3451,1,4,Being a baby stinks.,Others,0
3452,1,5,"Food's too mushy, gross and too juicy, And the tv shows they make me watch are insulting.",Others,0
3453,1,6,"Ahh, much better.",Others,0
3454,1,7,Life is good.,Others,0
3455,1,8,"P.J., you are gonna have to put that online so grandma can see it.",Amy,0
3456,1,9,"Grandma knows how to go online? P.J., you're gonna have to put that on a d.V.D.",PJ ,0
3457,1,10,So grandma can watch it.,Amy,0
3458,1,11,Grandma got a d.V.D.,PJ ,0
3459,1,12,"Player? Okay, p.J.",PJ ,0
3460,1,13,", you're just gonna have to go over to grandma's house.",Amy,0
3461,1,14,And act it out for her.,Amy,1
3462,2,0,"♪ Okay, where is the library? Donde esta la libraria? Okay, you're really cute when you roll your rs, But it's 'biblioteca.",Teddy,0
3463,2,1,' - Biblioteca.,Spencer ,0
3464,2,2,But say 'libraria' again.,Teddy,0
3465,2,3,Libraria.,Spencer ,0
3466,2,4,Your rrrs make me all Mmm.,Teddy,1
3467,2,5,"Hey, listen, I want to ask you something.",Spencer ,0
3468,2,6,"Ooh, that sounds interesting.",Teddy,0
3469,2,7,"What is it? Well Gabe, do you mind? No, you can stay.",Gabe,0
3470,2,8,Let's go upstairs.,Teddy,0
3471,2,9,Good idea.,Gabe,0
3472,2,10,"I was gonna say something, But I didn't want to be rude.",Gabe,1
3473,3,0,"Okay, now what did you want to ask me? I was wondering if - It was embarrassing.",Teddy,0
3474,3,1,It was a simple question.,Bob,0
3475,3,2,"Your father shouts at me from two aisles away, 'hey, ames, what kind of toilet paper you like Quilted or super-quilted?' Hey, look, Spencer's here.",Amy,0
3476,3,3,"So what, the world doesn't know.",Bob,0
3477,3,4,"That the great Amy Duncan uses toilet paper? Nice to see you, Mr.",Bob,0
3478,3,5,And Mrs.,Spencer ,0
3479,3,6,Duncan.,Spencer ,0
3480,3,7,"After all that shouting, you got the wrong kind.",Amy,0
3481,3,8,"Well, that's because I'm not Bob the toilet paper psychic.",Bob,1
3482,3,9,Right this way.,Teddy,0
3483,3,10,"Well, on the bright side, You got the wrong trash bags too.",Amy,1
3484,4,0,Sorry about my parents.,Teddy,0
3485,4,1,"Wow, I say that a lot.",Teddy,0
3486,4,2,"So what I wanted to ask you was I'm gonna get you! I'm gonna get you! Yes, I am.",Spencer ,0
3487,4,3,"Yes, I am.",PJ ,0
3488,4,4,"Yes, I am.",PJ ,0
3489,4,5,"Okay, let's go outside.",Teddy,0
3490,4,6,It usually takes him a while to get her.,Teddy,0
3491,5,0,"Okay, I think I'm all out of family members, But you'd better talk fast.",Teddy,0
3492,5,1,"Okay, I was wondering.",Spencer ,0
3493,5,2,If you would wear my football Jersey on Friday.,Spencer ,0
3494,5,3,It's sort of a tradition that the players' girlfriends.,Spencer ,0
3495,5,4,Wear their jerseys on game day.,Spencer ,0
3496,5,5,So that would make me.,Teddy,0
3497,5,6,Your girlfriend? - Yeah.,Teddy,0
3498,5,7,Cool.,Teddy,0
3499,5,8,Because I wasn't exactly sure of our status.,Teddy,0
3500,5,9,And I was too nervous to ask.,Teddy,0
3501,5,10,And I didn't want to be one of those girls.,Teddy,0
3502,5,11,That made you talk about it.,Teddy,0
3503,5,12,"But then again So that's a yes on the Jersey? Of course it's a yes, boyfriend.",Spencer ,0
3504,5,13,"Back to the store, Where the correct answer was super-quilted! Whoa, this is amazing.",Bob,0
3505,6,0,That Charlie video has gone viral.,PJ ,0
3506,6,1,What does that mean? That it's gotten a million hits since last Tuesday.,PJ ,0
