id,Dialogue_id,Utterance_id,Sentence,Speaker,Label
14402,1,0,Uh-oh.,Teddy,0
14403,1,1,Charlie's in a time-out.,Teddy,0
14404,1,2,What'd she do? She tried to give your baby brother to the mailman.,Amy,1
14405,1,3,Mm-hmm.,Teddy,0
14406,1,4,Even put a stamp on his forehead.,Amy,1
14407,1,5,"Wait a minute, didn't PJ try to mail me? Yes, and you tried to mail Gabe, and Gabe tried to mail Charlie.",Amy,1
14408,1,6,"See, these are the sweet family memories you just don't get with e-mail.",Teddy,1
14409,1,7,Mm.,Amy,0
14410,1,8,Okay.,Amy,0
14411,1,9,"Charlie, have you learned your lesson? No.",Amy,0
14412,1,10,Close enough.,Amy,0
14413,1,11,Get outta here.,Amy,0
14414,1,12,Go go go.,Amy,0
14415,1,13,Uh Oh.,Amy,0
14416,1,14,"Um By the way, I was on your school website this morning, and I noticed that your volleyball team needs a team mom.",Amy,0
14417,1,15,Don't tell me you're thinking about calling.,Teddy,0
14418,1,16,Called.,Amy,1
14419,1,17,"But you're You're not doing it, right? Doing it.",Teddy,0
14420,1,18,Mom! Don't you think we should have had a conversation about this? Just did.,Teddy,0
14421,1,19,( Sighs ) ( Laughs ) What are you smiling about? It'll be your turn next.,Teddy,1
14422,1,20,"Hey, Teddy.",PJ,0
14423,1,21,I'm a fragrance technician at Bimbel's.,PJ,0
14424,1,22,Fragrance technician.,Teddy,0
14425,1,23,Mm-hmm.,PJ,0
14426,1,24,"Basically, I hold up a bottle of cologne and do this CHH.",PJ,0
14427,1,25,"Very different from when I used to work at Kwikki-Chikki, where I did this ( Imitates clunking ) And this ( Whooshing ) And sometimes this ( Imitates squeaking ) Oh.",PJ,0
14428,1,26,Now you try this.,Teddy,0
14429,1,27,Zip.,Teddy,1
14430,2,0,This is baseball.,Bob,0
14431,2,1,"Not my favorite sport, but when I get to watch it, I get three hours all to myself.",Bob,1
14432,2,2,"( Cooing ) - Hey, dad.",Gabe,0
14433,2,3,Yeah? There's something we need to talk about.,Gabe,0
14434,2,4,"Oh, no.",Bob,0
14435,2,5,Do I have to call my lawyer? My insurance guy? Please don't say both.,Bob,1
14436,2,6,Don't worry.,Gabe,0
14437,2,7,You don't have to call anybody.,Gabe,0
14438,2,8,"Besides, trouble making was more tween Gabe's thing.",Gabe,0
14439,2,9,I'm teen Gabe now.,Gabe,0
